"id","name","address","phone","email","website","sub_district_id","nu_district_id","created_by","updated_by","created_at","updated_at","lat","long"
442,MWC NU Purbaratu,kp ciwaasmandi Kel.Sukajaya Kec. Purbaratu ,"1",Mwcnupurbaratu@gmail.com,"",3278031,84,25,25,"2021-08-24 04:16:45","2021-08-24 04:28:26","",""
443,MWC NU Indihiang,jln. ibrahim Adjie No 153,"1",mwcnuindihiang@gmail.com,"",3278070,84,25,25,"2021-08-24 04:32:09","2021-08-24 04:37:49","",""
444,MWC NU TAWANG ,Jln Tentara pelajar no 41 Tawang ,"1",mwcnutawang@gmail.com,"",3278040,84,25,25,"2021-08-24 04:41:38","2021-08-27 06:22:14","",""
445,MWC NU CIHIDEUNG,jln Argasari Kel. Argasari Kec. Cihideung ,"1",mwcnucihideung@gmail.com,"",3278050,84,25,25,"2021-08-24 04:47:06","2021-08-24 04:52:14","",""
446,MWC NU Mangkubumi,ponpes urwatul wusto kel.sambong pari mangkubumi,"1","","",3278060,84,25,25,"2021-08-24 05:01:11","2021-08-27 08:42:00","",""
447,MWC NU Bungursari,ponpes Al khoeriyah bantar bungursari ,"1","","",3278071,84,25,25,"2021-08-24 05:04:44","2021-08-28 05:21:45","",""
448,MWC NU KECAMATAN CISEWU,Ponpes Raudlathul Ulum Jln. Terusan SMA Kp. Babakan Barokah RT/RW 01/02 Desa/Kel Cisewu Kecamatan Cisewu Kabupaten  Garut,"082218886056",nucisewu@gmail.com, https://heylink.me/mwcnucisewu,3205010,89,23,23,"2021-08-24 09:33:41","2021-08-24 09:54:43",-,-
449,MWC Majalengka,Blok Pasir Asih Rt 03 rw 10 Kelurahan Majalengka Wetan,"085224087783",fikriamiruddin@gmail.com,"",3210070,68,11,11,"2021-08-24 14:34:12","2021-08-24 14:47:26","",""
450,MWC NU Cipedes ,jl. Cikiara RT/RW 003/010 Kel. Panglayungan Kec. Cipedes,"1",mwcnucipedes@gmail.com,"",3278080,84,25,25,"2021-08-27 06:30:15","2021-08-27 06:35:27","",""
451,MWC NU Tamansari ,Kp. Salamitan RT/RW. 001/009 Kel. Setiamulya Kec. Tamansari,"1",mwcnutamansari@gmail.com,"",3278020,84,25,25,"2021-08-27 06:40:57","2021-09-09 04:45:42","",""
452,MWC NU Cibeurem,"","1",mwcnucibeurem@gmail.com,"",3278030,84,25,,"2021-08-27 06:47:34","2021-08-27 06:47:34","",""
454,MWC NU Sumedang Selatan,"","081221497896","","",3211050,69,22,,"2021-08-27 09:54:19","2021-08-27 09:54:19","",""
455,MWC NU Nanggung,Jl. Ace Tabrani Km.05 Kec. Nanggung Kab. Bogor. 16650,"081317210479",mwcnunanggung@gmail.com,http://mwcnu-cgb.blogspot.com,3201010,59,2,2,"2021-08-28 08:25:30","2021-09-11 06:21:34","6.744.429","106.803.717"
456,MWC NU Situraja,Pondok Pesantren Jumrtul Mutaqin Situraja,"081321153967","","",3211070,69,22,22,"2021-08-30 06:58:33","2021-09-08 11:16:39","",""
457,MWC NU Citeureup,Jl. Sabilillah Kp Pasir Angin RT 01 RW 08 Desa Tajur,"087870828088",robysamsitea04@gmail.com,https://instagram.com/mwcnu.citeureup?utm_medium=copy_link,3201200,59,2,2,"2021-09-01 06:31:51","2021-09-01 06:32:36","-6,515,881","106,904,597"
458,MWC NU Megamendung,Komplek Ponpes Sindang Leret Jl. Cikopo Selatan Kp. Pasir Muncang Rt. 01 Rw. 01 Desa Sukamanah,"085774328060",rohmat.mubarok@yahoo.com,MWC NU Megamendung ,3201120,59,2,,"2021-09-01 06:34:31","2021-09-01 06:34:31","-668,585","10,690,132"
459,MWC NU GUNUNG SINDUR,Jl. Atma Asnawi RT.001 RW.004 Kp. Cimangir Desa Gunung Sindur Kecamatan Gunung Sindur Kabupaten Bogor,"081290429054",aw_ja054@yahoo.com,"",3201250,59,2,,"2021-09-01 06:39:52","2021-09-01 06:39:52","-6,384,296","106,673,722"
460,MWCNU Sukajaya,Ki Cibuluh RT. 02/04 Jalan Cigudeg Kiarapandak,"08569811161",Neng Toyyibah@gmail.com,"",3201271,59,2,,"2021-09-01 06:55:17","2021-09-01 06:55:17","6,193,125","106,821,810"
461,MWCNU Klapanunggal,Kp. Klapanunggal Rt.02 RW. 01 Ds. Klapanunggal Kec. Klapanunggal,"085219605625",msyubbanulyaum@gmail.com,Twitter@DaniHam45046220,3201181,59,2,,"2021-09-01 06:59:10","2021-09-01 06:59:10", -6.460353 LS,"106.94585"
462,MWCNU Rumpin,Pondpes. Raudlatussyaafi'iyyah kp.temanggungan rumpin,"085691262011",mwcnurumpin2015@gmail.com,http://mwcnurumpin.or.id,3201260,59,2,,"2021-09-01 07:00:43","2021-09-01 07:00:43","-6,393,339","106,641,435"
463,MWCNU SUKARAJA,Kp. Sukaraja RT 03/05 Desa Cikeas Kecamatan Sukaraja,"081315847472",yahyahalim09@gmail.com,MWCNUSUKARAJA,3201130,59,2,2,"2021-09-01 07:02:22","2021-09-01 11:09:37","-6,588,540","106,841,829"
464,MWCNU Ciomas,Jln Raya Kreteg No.55 Pagelaran Ciomas Bogor,"085717596969",ciomasmwcnu@gmail.com,"",3201070,59,2,,"2021-09-01 07:03:56","2021-09-01 07:03:56","-6,601,129,025,799,750.00","10,675,966,612,813,600"
465,MWC Rajagaluh,Blok Kamis RT 05/02 Desa Kumbung Kecamatan Rajagaluh Kabupaten Majalengka 45472,"081324390022",mwcnurajagaluh@gmail.com,https://nurajagaluh.or.id,3210100,68,11,,"2021-09-01 07:35:18","2021-09-01 07:35:18",-6.801038143980064,"108.34708093380235"
466,MWC NU KECAMATAN KADUNGORA,"Jl. Raya Baru , Kp. Belentuk RT/RW 01/03 Desa/Kel  Cisaat Kecamatan  Kadungora Kabupaten  Garut","085295040005",mwcnukadungora@gmail.com,-,3205280,89,23,,"2021-09-03 08:41:05","2021-09-03 08:41:05","-7.085557003812855, 107.89443542433774","-7.085557003812855, 107.89443542433774"
467,MWC Bogor Timur,"","","","",3271020,77,3,,"2021-09-04 04:50:23","2021-09-04 04:50:23","",""
468,MWC Bogor Tengah,"","","","",3271040,77,3,,"2021-09-04 04:50:45","2021-09-04 04:50:45","",""
469,MWC Tanah Sareal,"","","","",3271060,77,3,,"2021-09-04 04:51:08","2021-09-04 04:51:08","",""
470,MWC NU KECAMATAN SUCINARAJA,Kp. Tegalpanjang RT 01 RW 02 desa tegalpanjang kecamatan sucinaraja kab garut,"085156408280",dadangridwan236@gmail.com,-,3205211,89,23,,"2021-09-06 03:29:38","2021-09-06 03:29:38","-7.188773293016367, 107.9857933184858","-7.188773293016367, 107.9857933184858"
471,MWC NU KECAMATAN BUNGBULANG,"Kp. Rajawali 001/009 Bungbulang Kecamatan Bungbulang Kabupaten  Garut
","081221016644",armannawal1981@gmail.com,-,3205030,89,23,,"2021-09-06 03:52:54","2021-09-06 03:52:54",-,-
472,MWC NU KECAMATAN SINGAJAYA,Jl. Surapati RT/RW  05/05 Kp/Kelurahan  Empang Desa  Cigintung Kecamatan  Singajaya Kabupaten  Garut Provinsi  Jawa Barat,"081221855770",mwcnusingajaya20@gmail.com,-,3205110,89,23,23,"2021-09-06 04:44:18","2021-09-19 05:36:24",-7.478715940732862,"107.93407417207509"
473,MWC NU KECAMATAN MEKARMUKTI,"Kp. Sindang Haji 01/02 Desa. Mekarmukti Kecamatan Mekarmukti
","081323869369",Ajam50@gmail.com,-,3205031,89,23,23,"2021-09-06 09:21:49","2021-09-20 03:03:40",-7.499180827360698,"107.58441311396406"
474,MWC NU KECAMATAN MALANGBONG,Jl. Raya Barat (Bandrek-Malangbong) No. 72Kp.  Cijanur RT/RW  004/001 Desa/Kel  Sukamanah Kecamatan  Malangbong Kabupaten Garut,"081222804024",mwcnumalangbong01@gmail.com,-,3205310,89,23,23,"2021-09-06 12:11:31","2021-09-20 02:59:05",-7.061288298268547,"108.08456716792546"
475,MWC NU SINDANGWANGI,Blok Kliwon RT. 002 RW. 005 Desa Sindangwangi Kec. Sindangwangi Kab. Majalengka 45474,"081573586696","","",3210110,68,11,,"2021-09-07 01:33:22","2021-09-07 01:33:22",-6.792746058907208,"108.36983911607787"
476,MWC NU DRAMAGA,Jl. H. Ma'ruf Kp. Petir RT. 02 RW. 03 Desa Purwasari Kec. Dramaga,"081292379414",daudmuslim0702@gmail.com,ig: mwcdramaga,3201060,59,2,,"2021-09-07 09:42:10","2021-09-07 09:42:10","",""
477,MWC NU KEMANG,Jl. Raya Parung Bogor Jampang Wates Rt.001 Rw.001 Desa Jampang Kec. Kemang,"081584939199",mwcnukecamatankemang@gmail.com,"Youtube : MWC NU KECAMATAN KEMANG ,twiter,ig,fb",,59,2,,"2021-09-07 09:55:47","2021-09-07 09:55:47","",""
479,MWC NU Jonggol,Komplek masjid Raya Nuruttaqwa jonggol,"081511499886",rudibahrudin.99@gmail.com,"",,59,2,,"2021-09-07 10:06:32","2021-09-07 10:06:32",-6. 467767,"107.066.216"
480,MWC NU LEUWIMUNDING,Jl.Raya Leuwimunding Desa Leuwimunding Kec.Leuwimunding Kab.Majalengka Kode Pos 45473,"081313332928",nuleuwimunding@gmail.com,nuleuwimunding.or.id,3210120,68,11,11,"2021-09-07 14:16:27","2021-09-07 14:19:38","6•44'26.363""S  ","108•20'45.149""E"
481,MWC NU KECAMATAN CIBUGEL,"","","","",3211090,69,22,22,"2021-09-08 11:13:31","2021-09-08 11:23:25","",""
483,MWC NU KECAMATAN JATINANGOR,"","","","",3211010,69,22,22,"2021-09-08 11:24:34","2021-09-08 11:28:34","",""
484,MWC NU KECAMATAN UJUNG JAYA,"","","","",3211130,69,22,,"2021-09-08 11:55:00","2021-09-08 11:55:00","",""
485,MWC NU KECAMATAN SURIAN,"","","","",3211181,69,22,,"2021-09-08 11:58:02","2021-09-08 11:58:02","",""
486,MWC NU KECAMATAN JATIGEDE,"","","","",3211111,69,22,,"2021-09-08 12:01:33","2021-09-08 12:01:33","",""
487,MWC NU KECAMATAN CIMANGGUNG,"","","","",3211020,69,22,,"2021-09-08 12:12:43","2021-09-08 12:12:43","",""
488,MWC NU Jasinga,Jl.raya jasinga tenjo samping balai desa cikopomayak ,"081360757217",jasingamwcnu@gmail.com,Fb:MWCNU JASINGA,3201280,59,2,2,"2021-09-09 05:32:51","2021-09-09 10:59:00","S 6°26'58.8696""       ","E 106°27'42.4296"""
489,MWCNU Tanjung Sari,Kp. Karangmulya RT. 005/004 Desa Selawangi Kec. Tanjungsari Kab. Bogor,"081289227119",apangsumarna@yahoo.com,@mwcnutanjungsari (facebook),3201161,59,2,2,"2021-09-09 05:33:20","2021-09-09 13:43:04",-65.839.531,"107.096.639,17"
491,MWC NU Ciseeng,Kp. Babakan Wetan Rt 08/03 Desa Babakan Kec Ciseeng kab Bogor ,"08179001883",ahmadgoza@gmail.com,Facebook MWCNU ciseeng ,3201241,59,2,2,"2021-09-09 05:34:21","2021-09-09 12:32:47","-6,4610850","106,6999540"
492,MWC NU Ranca Bungur,Ponpes Hidayatul Mu'minin Desa Mekarsari Kec. Rancabungur Kab. Bogor,"087770140174",mwcnurancabungur99@gmail.com,www.ardalopa.my.id,3201231,59,2,2,"2021-09-09 05:35:00","2021-09-09 14:12:09",-6.514.580,"106.692.635"
493,MWC NU Tajur Halang,Komplek inkopad blok D2 No.17 RT.04/05 Desa Sasak Panjang Kecamatan Tajurhalang kabupaten Bogor,"088212848198",sihablatif3@gmail.com,Grup WA,3201221,59,2,2,"2021-09-09 05:35:27","2021-09-09 13:00:30",-642.699,"10.668.169"
494,MWC Tenjo,Ponpes Bani Harun Jln raya Tenjo desa Tenjo kecamatan Tenjo,"085773728005",anaszamzami75@gmail.com,WhatsApp,3201290,59,2,2,"2021-09-09 05:35:56","2021-09-09 13:53:37","-6°21'44.9496""","106°27'08.5176"
495,MWC NU Leuwisadeng,Kp. Jambu. Rt 01/02. Desa. Sibanteng. Kec. Leuwisadeng. Kab. Bogor,"085717610071",ahmadbaejuri07@gamil.com,WA,3201051,59,2,2,"2021-09-09 05:36:18","2021-09-09 14:11:52","6.193.125","106.821.810"
496,MWC NU Parung,Jl. Raya Parung Bogor Masjid Besar Riyadhus Sholihin Desa Parung Kec. Parung Kab. Bogor,"081283964202",parungmwcnu@gmail.com ,https://www.facebook.com/groups/313291976336973/?ref=share,3201240,59,2,2,"2021-09-09 05:36:46","2021-09-09 07:53:07",-642.239.292,"1.067.323.337"
497,MWC NU Sukamakmur,Kp cisurian rt 003/003 desa sukamakmur,"08558580019",amashilman4250@gmail.com,Whatsup,3201150,59,2,2,"2021-09-09 05:49:05","2021-09-09 14:03:28",-6. 193125,"106.821.810"
498,MWC NU Parung Panjang,Jl. Raya Cikabon Desa Cibunar Kec. Parungpanjang Kab. Bogor 16360 Jawa Barat ,"08568491071",Zaenaladnan@gmail.com,-,3201300,59,2,2,"2021-09-09 06:22:36","2021-09-15 14:53:59",-63.449.975,"160.550.375"
499,MWC NU Tamansari,JL raya CIAPUS KBN JATI KP BALEKAMBANGRT 01RW01 DESA SIRNAGALIH KEC TAMANSARI,"0895348160765",Dhesuryadi1971@gmailcom.,"",3201071,59,2,2,"2021-09-09 06:23:01","2021-09-09 12:36:23","6,639591","106,730904"
500,MWC NU Pamijahan,jalan KH Abd Hamid km 10 kp gardu raya desa cibitung wetan kec pamijahan,"08111144233",emailsayaimronrosadi@gmail.com,facebook imronrosadi,3201030,59,2,2,"2021-09-09 06:23:29","2021-09-09 13:31:02","6'41'15""5","106'39'19""E"
501,MWC NU Cisarua,Jl. Raya puncak km 83 kp sampai warunv kaleng Rt 01/03 desa tugu utara cisarua bogor,"081318866492",Muhamadjaesin@gmail.com,mwcnu cisarua,3201110,59,2,2,"2021-09-09 06:24:11","2021-09-09 07:57:17","6.683.991","106.952.746"
502,MWC NU Tenjolaya,Kp. Tapos Lebak RT 02/03 Ds. Tapos II Kec. Tenjolaya Kab. Bogor,"082116333316",Darulmakarim@gmail.com,A'Puji,3201051,59,2,2,"2021-09-09 06:25:02","2021-09-09 13:55:46",-66.269.604,"1.066.943.165"
503,MWC NU KECAMATAN PAMULIHAN,"Kp.Cilimus RT 01 RW 03 Desa.Garumukti Kecamatan.Pamulihan Kabupaten Garut
","082120285549",pamulihanmwcnu@gmail.com,-,3205040,89,23,23,"2021-09-13 09:38:08","2021-09-20 03:52:15",-7.360144763695641,"107.68515240379239"
504,MWC NU KECAMATAN TALEGONG,"KP. SAWAH TENGAH
","085222349906",mwcnutalegong@gmail.com,"",3205020,89,23,23,"2021-09-13 09:47:21","2021-09-19 04:41:56",-7.2951283000001474,"107.50234852888752"
505,MWC NU KECAMATAN CARINGIN,Kp. Muara Ciawi  1/1 Samudrajaya Caringin,"082320803667","0","0",3205011,89,23,23,"2021-09-13 09:48:15","2021-09-20 05:31:24",-6.728700115209309,"106.85064700776573"
506,MWC NU KECAMATAN PAKENJENG,Kp. Nagrak Ds. Pasirlangu Kec. Pakenjeng,"085220535942",mwcnupakenjeng@gmail.com,"0",3205050,89,23,23,"2021-09-13 09:49:07","2021-09-20 04:04:46",-7.454586334135817,"107.64344870232664"
507,MWC NU KECAMATAN CIKELET,Kp.Pamalayan 04/02 DESA PAMALAYAN KECAMATAN CIKELET,"085231609955",mwcnucikelet@gmail.com,-,3205060,89,23,23,"2021-09-13 09:49:42","2021-09-20 02:47:15",-7.619720321190551,"107.67903270331414"
508,MWC NU KECAMATAN PAMEUNGPEUK,Kp. Medong RT/RW 02/02 Ds. Pameungpeuk Kec. Pameungpeuk Kab. Garut,"081323797294",mwcnupameungpeuk@gmail.com,-,3205070,89,23,23,"2021-09-13 09:50:13","2021-09-19 06:59:44",-7.632566954061271,"107.72494556893405"
509,MWC NU KECAMATAN CIBALONG,"kp. Bendapari RT/RW 3/1 Ds. Najaten Kec. Cibalong
","085221740819",-,-,3205080,89,23,23,"2021-09-13 09:50:50","2021-09-20 15:28:17",-7.681240810604396,"107.91990852374852"
510,MWC NU KECAMATAN CISOMPET,Kp. Datarkendal RT/001 RW/002 Ds. Cisompet Kec.Cisompet,"082244946589",mwccisompet@gmail.com,-,3205090,89,23,23,"2021-09-13 09:51:18","2021-09-20 04:08:07",-7.548590832585527,"107.81399820455742"
511,MWC NU KECAMATAN PEUNDEUY,KP BOJONGRANDU 01/02 Toblong Kec. Peundeuy,"085320647777",-,-,3205100,89,23,23,"2021-09-13 09:51:41","2021-09-20 03:08:11",-7.563106863041342,"107.92067021059921"
512,MWC NU KECAMATAN BANJARWANGI,Kp.Cigerek 3/2 Banjarwangi kecamatan Banjarwangi,"081460916775",-,-,3205130,89,23,23,"2021-09-13 09:52:11","2021-09-20 16:11:17",-7.387714730135403,"107.88115985744652"
513,MWC NU KECAMATAN CIGEDUG,kp barukai rt 001 rw 004 desa cigedug kec cigedug garut,"083126583702",mwcnucigeduggarut@gmail.com,"",3205151,89,23,23,"2021-09-13 09:52:30","2021-09-20 04:00:51",-7.342308394675417,"107.80735546978151"
514,MWC NU KECAMATAN BAYONGBONG,Bayongbong Garut,"085294696842",mwcnubayongbong1926@gmail.com,-,3205150,89,23,23,"2021-09-13 09:52:58","2021-09-19 05:23:12",-7.280265725275048,"107.82362970140161"
515,MWC NU KECAMATAN SUKARESMI,"Jl. PP. Fauzan, Ds. Sukaresmi, Kec. Sukaresmi, Kab. Garut
","082315586599",mwcnusukaresmi26@gmail.com,-,3205161,89,23,23,"2021-09-13 09:53:46","2021-09-19 04:54:26",-7.248746180064938,"107.7841413710992"
516,MWC NU KECAMATAN PASIRWANGI,Kp. Nagrog 001/004 Sarimukti Kec. Pasirwangi,"082321573004",-,-,3205171,89,23,23,"2021-09-13 09:54:10","2021-09-20 15:14:59",-7.231176042244485,"107.77164696792667"
518,MWC NU KECAMATAN BANYURESMI,Kp. Maleer 01/14,"081224133085",mwcnubanyuresmi1926@gmail.com,-,3205230,89,23,23,"2021-09-13 09:55:05","2021-09-19 04:23:53",-7.16446604486175,"107.918162915143"
519,MWC NU KECAMATAN TAROGONG KIDUL,"Jl Merdeka No 36 Rt/Rw 002/006 Desa Jayaraga Kecamatan Tarogong Kidul Kabupaten Garut
","32050501454206",zalilhajiundanga2mail.com,-,3205181,89,23,23,"2021-09-13 09:55:40","2021-09-20 15:30:30",-7.191634395046719,"107.9037223832715"
520,MWC NU KECAMATAN TAROGONG KALER,Perum Jati Indah blok A no 4 ,"082121952089",ahmadkunaepi3@gmail.com,-,3205182,89,23,23,"2021-09-13 09:56:11","2021-09-20 09:52:00",-7.187960824017125,"107.89194725871938"
521,MWC NU KECAMATAN CIBIUK,"Jalan Raya No.103, Cibiuk Kidul, Cibiuk, Kabupaten Garut, Jawa Barat 44193","0895359408835",Mwcnucibiuk123ok@gmail.com,-,3205270,89,23,23,"2021-09-13 09:57:20","2021-09-19 06:55:23",-7.0745673284201045,"107.95940975580793"
522,MWC NU KECAMATAN LIMBANGAN,"jln raya limbangan rt 02 rw09
","085223678774",bllimbanganmwcnu@gmail.com,-,3205290,89,23,23,"2021-09-13 09:57:49","2021-09-19 04:57:26",-6.989363401761483,"107.93126356105981"
523,MWC NU KECAMATAN KERSAMANAH,Kp. Panamur RT/RW 01/08 Ds. Kersamanah Kec. Kersamanah Kab. Garut,"081280835927",mwcnukersamanah@gmail.com,-,3205261,89,23,23,"2021-09-13 09:58:26","2021-09-20 15:53:46",-7.0505096925907145,"108.03563354753099"
524,MWC NU KECAMATAN CIBATU,Jl. Taman Pahlawan No.141 Rt/Rw  002/002 Kp.  Citambal Desa Padasuka Kecamatan  Cibatu Kabupaten  Garut Provinsi  Jawa Barat,"082315244997",mwcnucibatu@gmail.com,-,3205260,89,23,23,"2021-09-13 09:58:53","2021-09-19 13:19:54",-,-
525,MWC NU KECAMATAN SUKAWENING,Kp. Ciluar 2/1 Desa Pasanggrahan Sukawening,"081224810069",-,-,3205220,89,23,23,"2021-09-13 09:59:25","2021-09-20 16:00:02",-7.158706290581682,"108.00642081466724"
526,MWC NU KECAMATAN KARANGTENGAH,Kp. Cinta RT/RW 03/01 Ds. Cintamanik Kec. Karangtengah kab. Garut,"082330044507",mwcnukarangtengah@gmail.com,-,3205221,89,23,23,"2021-09-13 09:59:55","2021-09-20 04:06:18",-7.165377792586188,"108.06216055311178"
527,MWC NU KECAMATAN PANGATIKAN,"Kp. Cihuni Rt01/Rw12Desa Cihuni  Kecamatan Pangatikan Kabupaten Garut
","082128998132",yahidayat2020@gmail.com,-,3205212,89,23,23,"2021-09-13 10:00:40","2021-09-20 08:09:03",-7.1816900002065465,"108.0320892145299"
528,MWC NU KECAMATAN WANARAJA,"Kp.Papandak Rt 04/07 Desa.Sukamenak Kecamatan Wanaraja Kabupaten Garut Provinsi Jawa Barat
","085320318108",-,-,3205210,89,23,23,"2021-09-13 10:01:21","2021-09-20 15:29:29",-7.187942716065301,"108.02211821025382"
529,MWC NU KECAMATAN KARANGPAWITAN,Jl. Karangpawitan Desa Sindanggalih Kec. Karangpawitan Kab. Garut 44182,"089663861247",mwcnu.karangpawitan@gmail.com,www.mwcnukarangpawitan.com,3205200,89,23,23,"2021-09-13 10:01:58","2022-09-08 17:55:09","7.2064756","107.9473486"
530,MWC NU KECAMATAN GARUT KOTA,"Kp. Ciwalen Rt.02/Rw.09 Keluarahan Ciwalen Kecamatan Garut Kota Kaupate Garut
","085941398684","",-,3205190,89,23,23,"2021-09-13 10:05:36","2021-09-16 15:41:25",-,-
531,MWC NU KECAMATAN CILAWU,"Jl. Garut - Tasikmalaya No.KM. 8, Cilawu, Kec. Cilawu, Kabupaten Garut, Jawa Barat 44181","081223032156",-,-,3205140,89,23,23,"2021-09-13 10:06:20","2021-09-20 15:33:24",-7.268039101145977,"107.91403081025442"
532,MWC NU KECAMATAN CIHURIP,"KP. PASIR EURIH 002/006
","085315560671",cihuripmwcnu@gmail.com,-,3205111,89,23,23,"2021-09-13 10:06:42","2021-09-19 07:06:08",-7.498361618093424,"107.83325565944246"
533,MWC NU KECAMATAN CIKAJANG,Kp. Dano Ds. Cibodas Kec. Cikajang Kab. Garut,"082316126286",mwcnucikajang20@gmail.com,-,3205120,89,23,23,"2021-09-13 10:07:07","2021-09-20 04:03:05",-7.3754628570876894,"107.80141163136318"
534,MWC Ligung,"Jl Desa Leuwiliang, Leuwiliang Baru 
   Rt. 03 RW.01 Blok Leuwimalis 
   Kec. Ligung Kab. Majalengka
","085294451899",mwcnuligung@gmail.com,mwcnuligungfamilyofficial.family.blog,3210200,68,11,11,"2021-09-15 16:11:53","2021-09-15 17:02:31",-6.694731255993247,"108.28362040221691"
535,MWC Maja, Jl. Pasukan Sindangkasih blok Sindangsari RT/RW 07/04 Desa Sindangsari Kecamatan maja,"082315918142",mwcnumaja85@gmail.com,"",3210060,68,11,,"2021-09-15 17:05:41","2021-09-15 17:05:41","6°52'27.7""S","108°17'25.1""E"
536,SUBANG,Jln. D Kertawigenda Gg Tengah No. 11 RT.14/04 Kelurahan Karanganyar Kecamatan Subang,"085294133006","","",3213070,88,17,17,"2021-09-16 17:43:49","2021-09-16 17:47:56",-6.5651237,"107.7570713"
537,LEGONKULON,Masjid Jamie Nurul Iman Dusun Krajan RT. 07/03 Desa Bobos Kecamatan Legonkulon Kabupaten Subang 41254,"081388529331","","",3213210,88,17,,"2021-09-16 18:09:31","2021-09-16 18:09:31",-6.250575,"107.8107285"
538, TAMBAKDAHAN, Gang Al-Hidayah Ds Kertajaya Rt.06/02 Kec. Tambakdahan -Subang Kp.41267,"085224243344","","",3213171,88,17,,"2021-09-16 18:13:15","2021-09-16 18:13:15",-6.3182365,"107.8219097"
539,PAGADEN BARAT,"Kp. Cikondang RT/RW 11/08, Desa Mekarwangi, Kecamatan Pagaden Barat, Subang","085222060243","","",,88,17,,"2021-09-16 18:17:23","2021-09-16 18:17:23",-6.4512689,"107.7661577"
540, PUSAKAJAYA,"Jln. By Pass Kebondanas (Sebelah Timur Kantor Camat Pusakajaya), Desa Kebondanas, Pusakajaya, Subang ","","","",3213201,88,17,,"2021-09-16 18:19:01","2021-09-16 18:19:01",-6.2921771,"107.8952067"
541,PABUARAN,Jl. Kaum RT 09 Rw 03 Desa/Kec. Pabuaran Kab. Subang,"","","",3213100,88,17,,"2021-09-16 18:20:30","2021-09-16 18:20:30","",""
542,PURWADADI,"Ponpes Miftahul Fata, Dusun Boles, Desa Panyingkiran, Kec. Purwadadi, Subang","","","",,88,17,,"2021-09-16 18:20:57","2021-09-16 18:20:57","",""
543,KALIJATI,"Masjid Baitul Makmur, Samping Pasar Kalijati, Subang","","","",3213080,88,17,,"2021-09-16 18:21:20","2021-09-16 18:21:20","",""
544,CIKAUM,"Komplek Al-Wustha Pesantren Assalafiyah, Dusun Tanjungpura, RT/RW 02/01, Desa Tanjungsari, Kec. Cikaum, Subang","","","",3213130,88,17,,"2021-09-16 18:21:53","2021-09-16 18:21:53","",""
545,CIPUNAGARA,"Pesantren Ulumul Qur`an, Dusun Kunir, Desa Simpar, Kec Cipunagara, Subang","","","",3213150,88,17,,"2021-09-16 18:22:11","2021-09-16 18:22:11","",""
546,CISALAK," Pesantren Al-Istiqomah RT/RW 02/02, Desa/Kecamatan Cisalak, Subang 41283","","","",3213030,88,17,,"2021-09-16 18:22:33","2021-09-16 18:22:33","",""
547,CIBOGO,"Kp. Rancaseel. RT 05/02, Majasari, Kec. Cibogo, Kabupaten Subang, Jawa Barat 41285","","","",3213060,88,17,,"2021-09-16 18:23:23","2021-09-16 18:23:23","",""
548,CIPEUNDEUY,"Sawangan, Cipeundeuy, Sawangan, Subang","","","",3213090,88,17,,"2021-09-16 18:27:02","2021-09-16 18:27:02","",""
549,BINONG,"Jl. Raya Binong No.64, Binong, Kabupaten Subang, Jawa Barat 41253","","","",3213170,88,17,,"2021-09-16 18:27:36","2021-09-16 18:27:36","",""
550,PATOKBEUSI,"Masjid Jamie Az-Zahra, Pangkalan, Rancabango, Kec. Patokbeusi, Kabupaten Subang, Jawa Barat 41263","","","",3213110,88,17,,"2021-09-16 18:29:36","2021-09-16 18:29:36","",""
551,SUKASARI,"Jl. Raya Ciasem Subang, Sukamaju, Kec. Sukasari, Kabupaten Subang","","","",3213191,88,17,,"2021-09-16 18:30:50","2021-09-16 18:30:50","",""
552,BLANAKAN,"Kampung Tegal Tangkil Desa Jayamukti Kecamatan Blanakan, Kabupaten Subang","","","",,88,17,,"2021-09-16 18:33:17","2021-09-16 18:33:17","",""
553,COMPRENG,"Jl. Raya Jatireja, Jatireja, Compreng, Kabupaten Subang","","","",,88,17,,"2021-09-16 18:33:52","2021-09-16 18:33:52","",""
554,PAGADEN,Jl. Raya Kamarung Pagaden Subang,"","","",,88,17,,"2021-09-16 18:35:31","2021-09-16 18:35:31","",""
555,CIJAMBE,"Jalan Desa Tanjungwangi, Cijambe Subang","","","",,88,17,,"2021-09-16 18:37:00","2021-09-16 18:37:00","",""
556,KASOMALANG,"Kp. Cadasngampaar RT/RW 16/04, Desa, Kasomalang Wetan, Kasomalang","","","",,88,17,,"2021-09-16 18:37:59","2021-09-16 18:37:59","",""
557,TANJUNGSIANG,"Jl. Raya Tanjungsiang No.17, Sindanglaya, Tanjungsiang, Kabupaten Subang","","","",,88,17,,"2021-09-16 18:39:45","2021-09-16 18:39:45","",""
558,JALANCAGAK,"Dusun simpang, RT 009 RW 004, Desa Tambakmekar, Jalancagak","","","",,88,17,,"2021-09-16 18:41:25","2021-09-16 18:41:25","",""
559,SAGALAHERANG,"Jln Alun-Alun, Blok Kaum RT/RW 08/07, Sagalaherang, Kabupaten Subang","","","",,88,17,,"2021-09-16 18:43:08","2021-09-16 18:43:08","",""
